Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50,Item_51,Item_52,Item_53,Item_54,Item_55,Item_56,Item_57,Item_58,Item_59,Item_60,Item_61,Item_62,Item_63,Item_64,Item_65,Item_66,Item_67,Item_68,Item_69,Item_70,Item_71,Item_72,Item_73,Item_74,Item_75,Item_76,Item_77,Item_78,Item_79,Item_80,Item_81,Item_82,Item_83,Item_84,Item_85,Item_86,Item_87,Item_88,Item_89,Item_90,Item_91,Item_92,Item_93,Item_94,Item_95,Item_96,Item_97,Item_98,Item_99,Item_100,Item_101,Item_102,Item_103,Item_104,Item_105,Item_106,Item_107,Item_108,Item_109,Item_110,Item_111,Item_112,Item_113,Item_114,Item_115,Item_116,Item_117,Item_118,Item_119,Item_120,Item_121,Item_122,Item_123,Item_124,Item_125,Item_126,Item_127,Item_128,Item_129,Item_130,Item_131,Item_132,Item_133,Item_134,Item_135,Item_136,Item_137,Item_138,Item_139,Item_140,Item_141,Item_142,Item_143,Item_144,Item_145,Item_146,Item_147,Item_148,Item_149,Item_150,Item_151,Item_152,Item_153,Item_154,Item_155,Total_Score,Rating,Odometer_Reading,Estimated_Repair_Cost
0.43,0.0,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.43,0.43,0.86,0.86,0.43,0.0,0.86,0.86,0.43,0.86,0.86,0.86,0.86,0.43,0.86,0.86,0.0,0.86,0.86,0.0,0.43,0.86,0.86,0.86,0.86,0.43,0.86,0.86,0.43,0.86,0.0,0.86,0.86,0.0,0.86,0.43,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.43,0.43,0.0,0.86,0.86,0.86,0.86,0.0,0.86,0.86,0.43,0.43,0.86,0.86,0.43,0.86,0.0,0.43,0.86,0.43,0.0,0.86,0.86,0.86,0.43,0.43,0.0,0.86,0.0,0.43,0.43,0.86,0.86,0.86,0.0,0.43,0.43,0.86,0.86,0.86,0.0,0.86,0.86,0.43,0.43,0.0,0.86,0.86,0.86,0.0,0.86,0.43,0.86,0.0,0.86,0.86,0.43,0.0,0.0,0.43,0.86,0.86,0.86,0.86,0.86,0.86,0.0,0.86,0.43,0.86,0.86,0.86,0.43,0.0,0.86,0.86,0.86,0.0,0.86,0.43,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.0,0.86,0.0,0.43,0.86,0.86,0.43,0.86,0.86,0.0,0.86,0.43,703.9099999999996,Good,80880,19816
0.82,0.41,0.82,0.82,0.82,0.41,0.0,0.82,0.41,0.82,0.41,0.82,0.0,0.82,0.82,0.82,0.0,0.0,0.82,0.41,0.82,0.82,0.82,0.41,0.82,0.82,0.41,0.0,0.82,0.41,0.41,0.0,0.41,0.0,0.82,0.82,0.41,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.41,0.82,0.82,0.82,0.82,0.0,0.82,0.41,0.82,0.0,0.82,0.0,0.82,0.82,0.0,0.82,0.82,0.41,0.82,0.41,0.41,0.0,0.82,0.82,0.82,0.82,0.82,0.82,0.0,0.82,0.0,0.82,0.82,0.82,0.82,0.41,0.82,0.0,0.82,0.41,0.41,0.41,0.82,0.82,0.41,0.82,0.82,0.82,0.82,0.82,0.0,0.82,0.82,0.82,0.82,0.41,0.0,0.0,0.0,0.0,0.41,0.41,0.41,0.82,0.41,0.82,0.41,0.0,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.41,0.41,0.41,0.41,0.41,0.82,0.82,0.82,0.82,0.82,0.41,0.0,0.82,0.82,0.41,0.82,0.41,0.82,0.82,0.41,0.82,0.0,0.0,666.6600000000004,Good,82866,15075
0.43,0.87,0.87,0.0,0.87,0.43,0.87,0.87,0.87,0.87,0.87,0.0,0.43,0.87,0.43,0.87,0.43,0.0,0.87,0.87,0.87,0.43,0.0,0.0,0.0,0.87,0.87,0.87,0.87,0.0,0.0,0.87,0.0,0.87,0.87,0.87,0.43,0.0,0.87,0.43,0.87,0.43,0.87,0.0,0.87,0.0,0.87,0.87,0.43,0.87,0.43,0.87,0.87,0.87,0.43,0.43,0.87,0.87,0.43,0.87,0.87,0.43,0.87,0.43,0.87,0.43,0.0,0.43,0.87,0.87,0.0,0.87,0.0,0.87,0.87,0.87,0.87,0.43,0.87,0.87,0.87,0.43,0.87,0.0,0.87,0.0,0.43,0.0,0.87,0.87,0.87,0.87,0.43,0.87,0.87,0.87,0.87,0.87,0.0,0.87,0.87,0.87,0.87,0.43,0.43,0.0,0.87,0.87,0.87,0.87,0.87,0.0,0.87,0.43,0.87,0.0,0.87,0.87,0.87,0.87,0.43,0.87,0.0,0.87,0.87,0.43,0.87,0.87,0.87,0.0,0.43,0.87,0.87,0.87,0.87,0.43,0.87,0.43,0.87,0.87,0.87,0.43,0.43,0.87,0.87,0.87,0.43,0.87,0.43,0.87,0.87,0.87,0.87,0.87,0.87,730.7900000000004,Good,73437,10000
0.43,0.43,0.43,0.43,0.86,0.86,0.0,0.86,0.86,0.86,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.0,0.86,0.86,0.0,0.0,0.86,0.86,0.86,0.86,0.0,0.86,0.0,0.86,0.86,0.86,0.86,0.43,0.86,0.0,0.0,0.86,0.43,0.0,0.86,0.0,0.86,0.86,0.86,0.86,0.86,0.0,0.86,0.86,0.86,0.86,0.86,0.43,0.86,0.43,0.86,0.86,0.0,0.86,0.43,0.86,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.0,0.86,0.86,0.86,0.43,0.86,0.0,0.43,0.0,0.86,0.43,0.86,0.86,0.86,0.86,0.43,0.0,0.0,0.43,0.86,0.86,0.86,0.86,0.43,0.0,0.43,0.86,0.86,0.0,0.86,0.0,0.86,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.86,0.43,0.43,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.43,0.0,0.86,0.86,0.86,0.86,0.0,0.86,0.86,0.86,0.0,0.0,0.43,0.86,0.43,0.86,0.86,0.86,0.0,0.86,0.43,0.43,0.0,0.0,0.86,0.86,0.86,0.86,0.0,0.0,0.86,0.43,0.43,0.86,0.86,715.0899999999993,Good,67909,15376
0.85,0.42,0.85,0.42,0.42,0.85,0.42,0.42,0.42,0.85,0.85,0.85,0.0,0.42,0.0,0.85,0.85,0.85,0.85,0.0,0.85,0.0,0.85,0.85,0.42,0.85,0.42,0.85,0.42,0.0,0.0,0.85,0.85,0.85,0.85,0.85,0.0,0.85,0.85,0.42,0.42,0.85,0.85,0.42,0.42,0.85,0.85,0.0,0.42,0.85,0.85,0.0,0.85,0.85,0.85,0.85,0.85,0.85,0.42,0.85,0.0,0.85,0.0,0.85,0.42,0.42,0.42,0.42,0.85,0.85,0.85,0.42,0.85,0.85,0.42,0.42,0.0,0.42,0.85,0.42,0.0,0.85,0.42,0.0,0.85,0.85,0.42,0.42,0.85,0.85,0.42,0.85,0.85,0.85,0.42,0.85,0.85,0.0,0.85,0.85,0.85,0.85,0.0,0.85,0.85,0.42,0.42,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.85,0.85,0.85,0.42,0.85,0.85,0.85,0.85,0.85,0.42,0.0,0.85,0.85,0.85,0.85,0.42,0.85,0.85,0.42,0.85,0.42,0.0,0.42,0.85,0.85,0.85,0.85,0.85,0.85,0.42,0.42,0.42,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,699.6500000000002,Good,89997,14023
0.81,0.81,0.0,0.81,0.81,0.81,0.0,0.81,0.41,0.0,0.81,0.41,0.81,0.81,0.0,0.81,0.41,0.81,0.41,0.41,0.41,0.0,0.41,0.81,0.81,0.41,0.81,0.41,0.41,0.41,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.41,0.81,0.81,0.81,0.41,0.0,0.41,0.81,0.41,0.81,0.0,0.41,0.81,0.81,0.81,0.41,0.81,0.0,0.41,0.41,0.0,0.0,0.81,0.81,0.81,0.0,0.81,0.81,0.81,0.81,0.41,0.81,0.0,0.81,0.81,0.41,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.41,0.41,0.81,0.81,0.81,0.81,0.41,0.41,0.81,0.81,0.81,0.81,0.41,0.81,0.81,0.41,0.81,0.0,0.81,0.81,0.81,0.41,0.81,0.41,0.0,0.81,0.41,0.81,0.81,0.81,0.0,0.41,0.81,0.41,0.0,0.81,0.81,0.41,0.81,0.0,0.41,0.81,0.0,0.81,0.81,0.81,0.81,0.81,0.0,0.0,0.81,0.81,0.81,0.41,0.81,0.81,0.81,0.81,0.41,0.41,0.81,0.0,0.81,0.41,0.81,0.41,0.81,0.41,0.41,0.41,0.81,0.81,0.81,0.41,0.41,665.7299999999999,Good,64404,19542
0.0,0.92,0.92,0.0,0.92,0.92,0.0,0.92,0.92,0.92,0.92,0.46,0.92,0.46,0.92,0.92,0.0,0.0,0.0,0.46,0.92,0.92,0.46,0.0,0.46,0.92,0.92,0.92,0.0,0.92,0.92,0.46,0.92,0.92,0.0,0.92,0.0,0.92,0.92,0.92,0.0,0.0,0.92,0.0,0.92,0.46,0.92,0.92,0.0,0.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.92,0.92,0.92,0.0,0.46,0.92,0.46,0.92,0.92,0.92,0.92,0.0,0.92,0.46,0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.46,0.46,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.92,0.0,0.92,0.0,0.46,0.92,0.0,0.92,0.92,0.92,0.46,0.92,0.92,0.46,0.46,0.92,0.92,0.92,0.0,0.92,0.46,0.92,0.92,0.0,0.46,0.92,0.92,0.0,0.46,0.92,0.46,0.92,0.46,0.46,0.92,0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.92,0.46,0.46,0.46,0.92,0.92,0.0,0.46,0.46,0.46,0.92,0.46,0.92,0.92,0.92,0.92,789.8200000000006,Good,88769,16185
0.0,0.91,0.91,0.91,0.91,0.91,0.45,0.91,0.91,0.0,0.91,0.91,0.0,0.91,0.91,0.91,0.45,0.0,0.91,0.45,0.0,0.45,0.45,0.45,0.0,0.91,0.45,0.91,0.91,0.91,0.91,0.91,0.45,0.91,0.91,0.45,0.91,0.0,0.0,0.45,0.45,0.45,0.91,0.91,0.45,0.0,0.91,0.91,0.0,0.91,0.91,0.45,0.91,0.0,0.45,0.45,0.91,0.91,0.91,0.91,0.91,0.45,0.45,0.91,0.45,0.45,0.91,0.91,0.91,0.45,0.91,0.91,0.91,0.91,0.91,0.45,0.91,0.45,0.91,0.45,0.91,0.45,0.0,0.91,0.0,0.91,0.91,0.91,0.45,0.91,0.91,0.91,0.0,0.45,0.91,0.91,0.91,0.91,0.0,0.91,0.91,0.91,0.45,0.91,0.45,0.91,0.91,0.91,0.45,0.91,0.91,0.91,0.0,0.45,0.91,0.0,0.91,0.91,0.91,0.45,0.0,0.91,0.91,0.91,0.45,0.91,0.91,0.0,0.91,0.91,0.45,0.91,0.91,0.45,0.45,0.45,0.91,0.45,0.91,0.91,0.91,0.91,0.45,0.91,0.91,0.91,0.45,0.0,0.91,0.91,0.91,0.91,0.91,0.91,0.91,783.0299999999997,Good,79531,10959
1.0,0.51,0.51,1.0,1.0,1.0,0.51,0.51,1.0,0.51,0.51,1.0,1.0,0.0,0.51,1.0,0.51,1.0,1.0,1.0,0.51,0.51,1.0,1.0,1.0,1.0,0.0,1.0,0.51,1.0,1.0,1.0,0.0,0.51,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.51,0.0,1.0,1.0,1.0,0.51,1.0,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.51,0.51,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.51,0.51,1.0,0.0,0.0,1.0,0.51,0.51,1.0,1.0,1.0,1.0,0.51,1.0,0.0,0.51,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,0.51,0.51,0.0,1.0,0.51,0.51,1.0,1.0,1.0,1.0,1.0,0.51,0.0,0.51,0.0,1.0,1.0,1.0,0.0,0.51,0.51,1.0,1.0,1.0,1.0,0.51,1.0,0.0,0.51,1.0,0.0,1.0,0.51,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.51,0.0,0.0,0.51,0.0,1.0,1.0,0.51,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.51,0.0,1.0,0.51,1.0,1.0,782.9,Good,62398,16455
0.48,0.96,0.96,0.96,0.96,0.48,0.96,0.96,0.96,0.48,0.96,0.96,0.48,0.48,0.96,0.96,0.0,0.0,0.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.48,0.48,0.96,0.96,0.0,0.96,0.48,0.0,0.96,0.48,0.96,0.48,0.96,0.0,0.96,0.96,0.48,0.96,0.96,0.0,0.48,0.96,0.48,0.96,0.96,0.0,0.96,0.48,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.48,0.48,0.48,0.96,0.0,0.96,0.96,0.48,0.96,0.96,0.96,0.0,0.48,0.96,0.48,0.48,0.96,0.48,0.48,0.96,0.0,0.96,0.96,0.0,0.48,0.48,0.48,0.96,0.96,0.0,0.0,0.48,0.96,0.48,0.96,0.48,0.48,0.48,0.96,0.96,0.0,0.96,0.0,0.96,0.96,0.96,0.96,0.0,0.0,0.96,0.96,0.0,0.48,0.48,0.96,0.96,0.96,0.96,0.96,0.0,0.48,0.48,0.48,0.96,0.96,0.96,0.0,0.0,0.48,0.0,0.96,0.96,0.0,0.0,0.48,0.96,0.96,0.0,0.96,0.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.48,0.96,0.48,0.96,764.6399999999995,Good,70023,12448
0.0,0.83,0.0,0.83,0.83,0.41,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.83,0.0,0.83,0.83,0.83,0.83,0.0,0.83,0.41,0.83,0.41,0.83,0.0,0.41,0.83,0.83,0.83,0.83,0.83,0.0,0.41,0.83,0.83,0.83,0.83,0.0,0.0,0.41,0.0,0.41,0.41,0.83,0.41,0.41,0.41,0.83,0.0,0.83,0.83,0.83,0.41,0.0,0.83,0.83,0.83,0.83,0.41,0.83,0.41,0.83,0.83,0.83,0.83,0.41,0.0,0.41,0.41,0.41,0.0,0.83,0.83,0.83,0.83,0.83,0.83,0.41,0.83,0.41,0.83,0.83,0.83,0.0,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.41,0.0,0.83,0.41,0.83,0.83,0.83,0.83,0.0,0.83,0.41,0.83,0.83,0.83,0.83,0.83,0.83,0.41,0.83,0.0,0.41,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.41,0.83,0.41,0.83,0.83,0.41,0.0,0.83,0.41,0.83,0.41,0.83,0.41,0.83,0.83,0.41,0.41,0.83,0.0,0.41,0.83,0.41,0.83,0.0,0.83,0.83,0.0,0.41,0.83,0.0,0.41,0.83,0.83,677.1899999999994,Good,68593,12421
0.96,0.0,0.48,0.48,0.96,0.96,0.96,0.48,0.96,0.0,0.96,0.96,0.48,0.96,0.96,0.96,0.96,0.48,0.96,0.0,0.96,0.48,0.48,0.0,0.48,0.96,0.48,0.96,0.0,0.96,0.48,0.96,0.48,0.96,0.48,0.96,0.96,0.48,0.0,0.96,0.96,0.96,0.96,0.96,0.48,0.96,0.96,0.0,0.96,0.48,0.96,0.0,0.96,0.48,0.96,0.0,0.96,0.96,0.0,0.96,0.0,0.0,0.48,0.96,0.0,0.48,0.96,0.96,0.96,0.96,0.96,0.96,0.48,0.48,0.96,0.48,0.96,0.96,0.48,0.48,0.0,0.96,0.48,0.48,0.96,0.96,0.0,0.48,0.48,0.96,0.48,0.96,0.96,0.96,0.96,0.96,0.48,0.96,0.48,0.96,0.96,0.0,0.96,0.96,0.96,0.48,0.48,0.48,0.96,0.96,0.96,0.96,0.0,0.0,0.96,0.96,0.96,0.48,0.48,0.96,0.48,0.48,0.48,0.48,0.96,0.48,0.0,0.96,0.96,0.0,0.96,0.96,0.48,0.96,0.48,0.96,0.96,0.0,0.96,0.96,0.96,0.96,0.96,0.0,0.96,0.0,0.96,0.96,0.96,0.96,0.96,0.48,0.96,0.0,0.96,781.4399999999994,Good,88273,14613
0.0,0.0,0.94,0.94,0.47,0.94,0.94,0.0,0.94,0.47,0.0,0.94,0.0,0.94,0.94,0.47,0.47,0.94,0.0,0.94,0.94,0.94,0.94,0.47,0.94,0.47,0.94,0.0,0.47,0.94,0.47,0.94,0.47,0.94,0.47,0.47,0.94,0.47,0.47,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.0,0.47,0.0,0.47,0.0,0.94,0.94,0.94,0.94,0.47,0.94,0.0,0.94,0.47,0.94,0.47,0.0,0.94,0.94,0.94,0.47,0.94,0.47,0.0,0.94,0.94,0.94,0.94,0.0,0.94,0.47,0.47,0.94,0.0,0.94,0.47,0.47,0.47,0.94,0.94,0.94,0.47,0.0,0.94,0.94,0.94,0.47,0.94,0.94,0.94,0.47,0.47,0.94,0.94,0.47,0.47,0.94,0.47,0.0,0.47,0.94,0.94,0.94,0.94,0.94,0.47,0.47,0.94,0.0,0.0,0.94,0.47,0.47,0.0,0.47,0.47,0.0,0.94,0.94,0.94,0.94,0.47,0.94,0.47,0.47,0.94,0.47,0.47,0.47,0.47,0.94,0.94,0.0,0.47,0.47,0.94,0.94,0.47,0.0,0.47,0.94,0.47,0.47,0.94,0.0,0.0,0.94,0.94,710.6400000000008,Good,78260,11417
0.44,0.89,0.0,0.89,0.89,0.89,0.44,0.44,0.89,0.89,0.89,0.44,0.44,0.44,0.0,0.89,0.89,0.44,0.0,0.89,0.44,0.89,0.89,0.44,0.89,0.0,0.89,0.44,0.89,0.89,0.89,0.0,0.89,0.44,0.44,0.89,0.44,0.89,0.89,0.89,0.89,0.89,0.89,0.44,0.89,0.0,0.44,0.89,0.89,0.89,0.44,0.0,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.0,0.44,0.44,0.44,0.44,0.89,0.89,0.0,0.0,0.89,0.89,0.89,0.44,0.0,0.0,0.89,0.89,0.89,0.89,0.44,0.89,0.44,0.89,0.89,0.89,0.89,0.89,0.0,0.0,0.44,0.44,0.44,0.89,0.89,0.0,0.89,0.44,0.89,0.89,0.0,0.44,0.89,0.89,0.89,0.0,0.44,0.89,0.89,0.89,0.89,0.44,0.89,0.0,0.89,0.89,0.89,0.89,0.89,0.0,0.0,0.89,0.44,0.0,0.89,0.44,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.0,0.89,0.44,0.89,0.89,0.89,0.44,0.0,0.0,0.0,0.89,0.89,0.44,0.89,0.0,0.89,0.89,0.44,0.89,0.89,0.0,0.89,0.0,0.44,693.1900000000002,Good,71182,15329
0.86,0.43,0.0,0.0,0.86,0.0,0.43,0.86,0.0,0.86,0.0,0.43,0.86,0.86,0.86,0.86,0.0,0.43,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.43,0.43,0.86,0.86,0.43,0.86,0.43,0.43,0.86,0.86,0.86,0.86,0.0,0.86,0.86,0.43,0.86,0.86,0.86,0.43,0.86,0.86,0.86,0.86,0.86,0.0,0.43,0.0,0.86,0.43,0.86,0.43,0.86,0.43,0.86,0.0,0.0,0.86,0.86,0.0,0.86,0.86,0.86,0.0,0.86,0.86,0.86,0.86,0.43,0.0,0.86,0.0,0.0,0.86,0.86,0.43,0.86,0.86,0.0,0.86,0.43,0.86,0.86,0.86,0.43,0.43,0.86,0.86,0.86,0.43,0.0,0.86,0.86,0.86,0.43,0.86,0.0,0.86,0.43,0.86,0.43,0.86,0.86,0.86,0.43,0.86,0.0,0.43,0.0,0.43,0.86,0.86,0.86,0.86,0.0,0.43,0.86,0.86,0.86,0.86,0.43,0.86,0.86,0.43,0.43,0.86,0.86,0.43,0.86,0.43,0.86,0.86,0.86,0.43,0.86,0.43,0.86,0.43,0.0,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.0,720.6799999999994,Good,85098,17430
0.87,0.43,0.0,0.87,0.87,0.87,0.87,0.0,0.87,0.87,0.87,0.43,0.87,0.87,0.87,0.87,0.87,0.43,0.87,0.87,0.0,0.87,0.87,0.87,0.87,0.87,0.0,0.43,0.43,0.87,0.0,0.87,0.43,0.43,0.43,0.87,0.87,0.87,0.87,0.87,0.0,0.43,0.87,0.87,0.87,0.87,0.87,0.43,0.87,0.87,0.43,0.87,0.87,0.87,0.0,0.43,0.87,0.87,0.87,0.87,0.43,0.87,0.0,0.43,0.0,0.43,0.0,0.87,0.87,0.87,0.87,0.87,0.43,0.87,0.87,0.87,0.43,0.87,0.0,0.0,0.43,0.43,0.87,0.0,0.87,0.87,0.87,0.43,0.0,0.87,0.0,0.87,0.87,0.87,0.43,0.43,0.87,0.0,0.87,0.87,0.0,0.87,0.0,0.43,0.87,0.0,0.87,0.43,0.43,0.87,0.43,0.43,0.87,0.43,0.87,0.87,0.43,0.87,0.87,0.87,0.87,0.87,0.43,0.87,0.0,0.87,0.87,0.87,0.87,0.87,0.87,0.43,0.87,0.87,0.43,0.0,0.0,0.43,0.43,0.87,0.87,0.43,0.43,0.87,0.43,0.43,0.87,0.87,0.87,0.87,0.0,0.87,0.87,0.0,0.43,717.1300000000001,Good,69441,14670
0.76,0.76,0.38,0.76,0.38,0.0,0.38,0.76,0.38,0.38,0.76,0.76,0.0,0.38,0.38,0.38,0.76,0.38,0.38,0.76,0.76,0.76,0.76,0.76,0.38,0.76,0.76,0.76,0.38,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.38,0.76,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.76,0.0,0.76,0.0,0.76,0.38,0.76,0.38,0.76,0.38,0.0,0.76,0.38,0.76,0.76,0.76,0.76,0.38,0.38,0.76,0.38,0.38,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.38,0.0,0.76,0.38,0.38,0.76,0.0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.38,0.0,0.38,0.76,0.76,0.38,0.38,0.76,0.38,0.76,0.38,0.76,0.76,0.76,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76,0.76,0.76,0.38,0.76,0.76,0.38,0.38,0.76,0.76,0.0,0.0,0.76,0.38,0.38,0.76,0.38,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.38,0.76,0.76,0.0,0.76,0.0,0.38,0.76,0.76,0.76,685.1399999999996,Good,85277,17701
0.47,0.94,0.47,0.94,0.94,0.94,0.94,0.47,0.47,0.47,0.94,0.0,0.47,0.94,0.94,0.47,0.47,0.94,0.47,0.47,0.94,0.47,0.47,0.0,0.94,0.94,0.94,0.94,0.94,0.47,0.94,0.47,0.94,0.94,0.94,0.47,0.94,0.94,0.94,0.94,0.0,0.94,0.94,0.94,0.47,0.94,0.0,0.94,0.47,0.47,0.47,0.47,0.94,0.47,0.94,0.47,0.94,0.94,0.47,0.47,0.47,0.94,0.47,0.0,0.47,0.94,0.94,0.94,0.94,0.94,0.94,0.47,0.94,0.47,0.0,0.94,0.94,0.47,0.94,0.94,0.94,0.94,0.94,0.47,0.94,0.94,0.94,0.94,0.47,0.94,0.94,0.0,0.47,0.0,0.0,0.47,0.94,0.47,0.94,0.94,0.47,0.94,0.47,0.47,0.0,0.94,0.94,0.94,0.94,0.47,0.94,0.94,0.94,0.0,0.47,0.47,0.94,0.47,0.94,0.94,0.94,0.47,0.0,0.47,0.94,0.94,0.94,0.94,0.0,0.94,0.94,0.94,0.94,0.0,0.94,0.94,0.94,0.94,0.47,0.0,0.94,0.94,0.0,0.94,0.47,0.94,0.94,0.94,0.94,0.0,0.94,0.0,0.0,0.47,0.0,767.9800000000006,Good,60590,14943
0.92,0.0,0.0,0.0,0.0,0.92,0.46,0.92,0.92,0.92,0.46,0.92,0.92,0.92,0.92,0.0,0.46,0.92,0.46,0.92,0.0,0.46,0.92,0.92,0.92,0.92,0.46,0.46,0.46,0.0,0.92,0.0,0.46,0.0,0.0,0.92,0.92,0.46,0.46,0.92,0.46,0.46,0.92,0.0,0.0,0.92,0.92,0.92,0.46,0.46,0.46,0.92,0.92,0.92,0.92,0.46,0.46,0.92,0.0,0.0,0.92,0.92,0.46,0.0,0.0,0.92,0.46,0.92,0.92,0.92,0.46,0.92,0.92,0.92,0.92,0.0,0.46,0.92,0.92,0.46,0.92,0.0,0.92,0.92,0.92,0.92,0.46,0.92,0.46,0.92,0.0,0.46,0.92,0.92,0.0,0.46,0.92,0.92,0.46,0.92,0.92,0.92,0.46,0.92,0.92,0.0,0.46,0.46,0.92,0.46,0.0,0.0,0.46,0.46,0.0,0.92,0.92,0.0,0.92,0.92,0.0,0.92,0.92,0.0,0.0,0.92,0.0,0.46,0.0,0.92,0.0,0.92,0.92,0.0,0.46,0.92,0.92,0.92,0.46,0.46,0.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.46,0.46,0.92,0.46,0.46,0.46,683.5600000000007,Good,66986,13189
0.87,0.0,0.44,0.87,0.87,0.44,0.44,0.87,0.87,0.44,0.87,0.87,0.87,0.87,0.87,0.87,0.44,0.87,0.87,0.87,0.87,0.87,0.44,0.87,0.87,0.44,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.44,0.87,0.0,0.87,0.87,0.87,0.87,0.44,0.87,0.0,0.87,0.0,0.87,0.44,0.87,0.44,0.87,0.0,0.44,0.44,0.87,0.0,0.87,0.87,0.87,0.87,0.87,0.0,0.87,0.44,0.44,0.0,0.87,0.44,0.87,0.87,0.44,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.44,0.44,0.87,0.44,0.0,0.87,0.87,0.87,0.87,0.44,0.87,0.87,0.0,0.87,0.44,0.87,0.87,0.0,0.44,0.0,0.87,0.0,0.87,0.0,0.87,0.44,0.44,0.87,0.87,0.0,0.44,0.87,0.44,0.0,0.44,0.87,0.44,0.87,0.87,0.87,0.87,0.44,0.87,0.44,0.0,0.44,0.87,0.87,0.87,0.0,0.87,0.87,0.87,0.44,0.0,0.87,0.44,0.0,0.44,0.0,0.87,0.44,0.87,0.87,0.87,0.87,0.87,0.87,0.0,0.87,0.44,0.0,0.87,0.87,731.2700000000004,Good,84461,18301
